# Plummer Sphere Model Random Initial Conditions - 1000 particles 
# The particles are put in orbit of a disk galaxy potential all with vertical parallel velocities with same magnitude
# 
#       position_x           position_y           position_z           velocity_x           velocity_y           velocity_z             masses    
      1.91974241e+01       1.25639178e+00       9.33007098e-01       0.00000000e+00       0.00000000e+00       1.00000000e+02       9.42866034e-04
      2.07867859e+01      -3.04185281e-01      -3.65462095e-01       0.00000000e+00       0.00000000e+00       1.00000000e+02       9.42866034e-04
      1.61190958e+01      -5.07081917e-01      -7.40783601e-01       0.00000000e+00       0.00000000e+00       1.00000000e+02       9.42866034e-04
      2.03511742e+01       2.90986809e-01       1.50628674e+00       0.00000000e+00       0.00000000e+00       1.00000000e+02       9.42866034e-04
      1.97693634e+01      -7.25570607e-01      -1.77612538e+00       0.00000000e+00       0.00000000e+00       1.00000000e+02       9.42866034e-04
      2.12233167e+01       9.25622767e-01       1.21101748e-01       0.00000000e+00       0.00000000e+00       1.00000000e+02       9.42866034e-04
      1.99572088e+01       1.95810057e-01       1.99278480e-01       0.00000000e+00       0.00000000e+00       1.00000000e+02       9.42866034e-04
      2.01359330e+01       1.29566072e-01      -6.66872521e-01       0.00000000e+00       0.00000000e+00       1.00000000e+02       9.42866034e-04
      1.97887494e+01       3.59703262e-01       2.46179108e-02       0.00000000e+00       0.00000000e+00       1.00000000e+02       9.42866034e-04
      1.68400564e+01      -1.85096937e+00       1.17698297e+00       0.00000000e+00       0.00000000e+00       1.00000000e+02       9.42866034e-04
      2.03386384e+01       7.41585842e-01       1.52507016e-01       0.00000000e+00       0.00000000e+00       1.00000000e+02       9.42866034e-04
      2.15511845e+01      -6.67336964e-02      -1.72787272e+00       0.00000000e+00       0.00000000e+00       1.00000000e+02       9.42866034e-04
      2.00805846e+01       1.01616176e+00       1.43926873e+00       0.00000000e+00       0.00000000e+00       1.00000000e+02       9.42866034e-04
      2.13910406e+01       2.19757609e+00      -1.53197368e+00       0.00000000e+00       0.00000000e+00       1.00000000e+02       9.42866034e-04
      1.97959684e+01      -1.11114487e-01       3.29454256e-01       0.00000000e+00       0.00000000e+00       1.00000000e+02       9.42866034e-04
      1.99763798e+01      -9.57413313e-02       2.32967465e-01       0.00000000e+00       0.00000000e+00       1.00000000e+02       9.42866034e-04
      1.61256617e+01      -3.32020641e-01       9.03790461e-01       0.00000000e+00       0.00000000e+00       1.00000000e+02       9.42866034e-04
      2.03212299e+01      -1.26918635e+00       2.62497285e-01       0.00000000e+00       0.00000000e+00       1.00000000e+02       9.42866034e-04
      2.08108783e+01      -1.34604862e+00      -6.50659177e-01       0.00000000e+00       0.00000000e+00       1.00000000e+02       9.42866034e-04
      1.99059688e+01      -4.85330430e-01      -5.50112621e-01       0.00000000e+00       0.00000000e+00       1.00000000e+02       9.42866034e-04
      1.93676715e+01       3.56324342e-01      -4.45606177e-01       0.00000000e+00       0.00000000e+00       1.00000000e+02       9.42866034e-04
      1.93869185e+01      -3.29100731e-01       4.25511127e-01       0.00000000e+00       0.00000000e+00       1.00000000e+02       9.42866034e-04
      1.95320719e+01      -7.01214018e-01       4.86161838e-01       0.00000000e+00       0.00000000e+00       1.00000000e+02       9.42866034e-04
      1.99310962e+01       1.00462313e+00      -7.82259388e-02       0.00000000e+00       0.00000000e+00       1.00000000e+02       9.42866034e-04
      2.06314262e+01       5.67303399e-01       2.57857944e+00       0.00000000e+00       0.00000000e+00       1.00000000e+02       9.42866034e-04
      2.00820089e+01       1.03043810e+00      -1.65281435e-01       0.00000000e+00       0.00000000e+00       1.00000000e+02       9.42866034e-04
      1.99574601e+01       5.20377531e-01       1.61279707e+00       0.00000000e+00       0.00000000e+00       1.00000000e+02       9.42866034e-04
      1.91267041e+01       1.02611595e+00       4.28519806e-01       0.00000000e+00       0.00000000e+00       1.00000000e+02       9.42866034e-04
      1.98686690e+01      -2.60599943e+00       1.28413462e+00       0.00000000e+00       0.00000000e+00       1.00000000e+02       9.42866034e-04
      1.97201542e+01      -1.00091223e-01       8.87079414e-02       0.00000000e+00       0.00000000e+00       1.00000000e+02       9.42866034e-04
      2.03161316e+01      -1.04306614e+00      -6.34908051e-01       0.00000000e+00       0.00000000e+00       1.00000000e+02       9.42866034e-04
      2.03271384e+01      -2.57037318e-01      -8.21216071e-01       0.00000000e+00       0.00000000e+00       1.00000000e+02       9.42866034e-04
      1.87691070e+01      -2.08575923e+00      -2.78069847e+00       0.00000000e+00       0.00000000e+00       1.00000000e+02       9.42866034e-04
      2.05936048e+01      -2.34784309e-02      -6.86215250e-01       0.00000000e+00       0.00000000e+00       1.00000000e+02       9.42866034e-04
      2.02857121e+01       1.22924101e-01       5.74051142e-01       0.00000000e+00       0.00000000e+00       1.00000000e+02       9.42866034e-04
      1.99511284e+01      -2.17302468e-01       3.04296664e+00       0.00000000e+00       0.00000000e+00       1.00000000e+02       9.42866034e-04
      2.16685458e+01       2.83828562e-01      -7.34160659e-01       0.00000000e+00       0.00000000e+00       1.00000000e+02       9.42866034e-04
      2.06380250e+01       6.32877006e-01       4.99580854e-01       0.00000000e+00       0.00000000e+00       1.00000000e+02       9.42866034e-04
      1.95512429e+01       2.46837882e+00      -1.36253911e+00       0.00000000e+00       0.00000000e+00       1.00000000e+02       9.42866034e-04
      1.96435413e+01      -2.39648254e-01      -1.23289637e-01       0.00000000e+00       0.00000000e+00       1.00000000e+02       9.42866034e-04
      1.93656817e+01      -2.55446985e-01      -1.56168341e+00       0.00000000e+00       0.00000000e+00       1.00000000e+02       9.42866034e-04
      1.96385036e+01      -1.51061346e-01       1.23577828e+00       0.00000000e+00       0.00000000e+00       1.00000000e+02       9.42866034e-04
      2.02192736e+01      -1.89123557e-01       1.06025632e+00       0.00000000e+00       0.00000000e+00       1.00000000e+02       9.42866034e-04
      2.03698396e+01       7.07087706e-01       1.06020889e+00       0.00000000e+00       0.00000000e+00       1.00000000e+02       9.42866034e-04
      2.03824065e+01      -9.60172893e-01       8.77061649e-02       0.00000000e+00       0.00000000e+00       1.00000000e+02       9.42866034e-04
      1.99912072e+01       1.47082485e-01      -8.29656530e-02       0.00000000e+00       0.00000000e+00       1.00000000e+02       9.42866034e-04
      2.07183289e+01      -2.59416114e-01      -1.42722648e+00       0.00000000e+00       0.00000000e+00       1.00000000e+02       9.42866034e-04
      1.84588946e+01       9.77912301e-01      -8.10686002e-01       0.00000000e+00       0.00000000e+00       1.00000000e+02       9.42866034e-04
      1.97675492e+01       5.20742720e-01       4.29107246e-02       0.00000000e+00       0.00000000e+00       1.00000000e+02       9.42866034e-04
      2.07888558e+01      -1.64847143e-01      -1.32891439e+00       0.00000000e+00       0.00000000e+00       1.00000000e+02       9.42866034e-04
      2.11064975e+01       1.15312956e+00      -3.47821989e-02       0.00000000e+00       0.00000000e+00       1.00000000e+02       9.42866034e-04
      1.96882688e+01      -3.14308616e+00      -1.03727694e-01       0.00000000e+00       0.00000000e+00       1.00000000e+02       9.42866034e-04
      1.99485377e+01       1.66768684e-01      -5.01456112e-01       0.00000000e+00       0.00000000e+00       1.00000000e+02       9.42866034e-04
      2.18383149e+01      -2.06213300e+00       2.61295979e-01       0.00000000e+00       0.00000000e+00       1.00000000e+02       9.42866034e-04
      2.02012650e+01       5.76795796e-01       6.87293042e-01       0.00000000e+00       0.00000000e+00       1.00000000e+02       9.42866034e-04
      1.97177847e+01       8.45643817e-01       6.36679564e-01       0.00000000e+00       0.00000000e+00       1.00000000e+02       9.42866034e-04
      2.16819017e+01      -1.99894445e-01       2.51798450e-01       0.00000000e+00       0.00000000e+00       1.00000000e+02       9.42866034e-04
      2.20017125e+01       1.44979902e+00       4.76431458e-02       0.00000000e+00       0.00000000e+00       1.00000000e+02       9.42866034e-04
      1.87694801e+01       2.20307575e+00      -9.71600700e-01       0.00000000e+00       0.00000000e+00       1.00000000e+02       9.42866034e-04
      1.96469391e+01      -2.35576634e-01       2.72558059e-01       0.00000000e+00       0.00000000e+00       1.00000000e+02       9.42866034e-04
      2.00426340e+01       5.14472416e-01       4.74219255e-01       0.00000000e+00       0.00000000e+00       1.00000000e+02       9.42866034e-04
      2.04367798e+01      -1.02802362e-01      -1.36253724e+00       0.00000000e+00       0.00000000e+00       1.00000000e+02       9.42866034e-04
      2.07366802e+01      -6.13686216e-01      -2.54464405e-01       0.00000000e+00       0.00000000e+00       1.00000000e+02       9.42866034e-04
      2.06462004e+01      -8.73646815e-01      -3.84865387e-01       0.00000000e+00       0.00000000e+00       1.00000000e+02       9.42866034e-04
      2.00866437e+01       2.13843207e+00      -4.61772058e-01       0.00000000e+00       0.00000000e+00       1.00000000e+02       9.42866034e-04
      1.87110242e+01      -1.23640677e+00      -4.83285312e-01       0.00000000e+00       0.00000000e+00       1.00000000e+02       9.42866034e-04
